47,Palladium,1813.0000,XPD,2026-02-25 20:35:44+00,a few seconds ago,2026-03-09 12:56:32.808382+00,4135d668-e394-429a-aa93-f0005729f3cf
48,Copper,5.9052,HG,2026-02-25 20:35:45+00,a few seconds ago,2026-03-09 12:56:32.808382+00,4135d668-e394-429a-aa93-f0005729f3cf
49,Platinum,2309.0000,XPT,2026-02-25 20:35:46+00,a few seconds ago,2026-03-09 12:56:32.808382+00,4135d668-e394-429a-aa93-f0005729f3cf
50,Silver,85.3290,XAG,2026-03-03 09:17:44+00,a few seconds ago,2026-03-09 12:56:32.812449+00,f6cc6136-d38c-4e62-92dd-1e41da2d65a2
51,Gold,5295.8999,XAU,2026-03-03 09:17:44+00,a few seconds ago,2026-03-09 12:56:32.812449+00,f6cc6136-d38c-4e62-92dd-1e41da2d65a2
52,Bitcoin,67067.1875,BTC,2026-03-03 09:17:45+00,a few seconds ago,2026-03-09 12:56:32.812449+00,f6cc6136-d38c-4e62-92dd-1e41da2d65a2
53,Ethereum,1965.4399,ETH,2026-03-03 09:17:46+00,a few seconds ago,2026-03-09 12:56:32.812449+00,f6cc6136-d38c-4e62-92dd-1e41da2d65a2
54,Palladium,1723.0000,XPD,2026-03-03 09:17:46+00,a few seconds ago,2026-03-09 12:56:32.812449+00,f6cc6136-d38c-4e62-92dd-1e41da2d65a2
55,Copper,5.9065,HG,2026-03-03 09:17:47+00,a few seconds ago,2026-03-09 12:56:32.812449+00,f6cc6136-d38c-4e62-92dd-1e41da2d65a2
56,Platinum,2159.0000,XPT,2026-03-03 09:17:47+00,a few seconds ago,2026-03-09 12:56:32.812449+00,f6cc6136-d38c-4e62-92dd-1e41da2d65a2
57,Silver,84.5930,XAG,2026-03-08 19:59:33+00,a few seconds ago,2026-03-09 12:56:32.816212+00,e732ac05-3ccb-4c08-9b12-c7f015f3713f
58,Gold,5174.0000,XAU,2026-03-08 19:59:33+00,a few seconds ago,2026-03-09 12:56:32.816212+00,e732ac05-3ccb-4c08-9b12-c7f015f3713f
59,Bitcoin,67315.1875,BTC,2026-03-08 19:59:34+00,a few seconds ago,2026-03-09 12:56:32.816212+00,e732ac05-3ccb-4c08-9b12-c7f015f3713f
60,Ethereum,1964.0699,ETH,2026-03-08 19:59:35+00,a few seconds ago,2026-03-09 12:56:32.816212+00,e732ac05-3ccb-4c08-9b12-c7f015f3713f
61,Palladium,1651.0000,XPD,2026-03-08 19:59:35+00,a few seconds ago,2026-03-09 12:56:32.816212+00,e732ac05-3ccb-4c08-9b12-c7f015f3713f
62,Copper,5.7961,HG,2026-03-08 19:59:36+00,a few seconds ago,2026-03-09 12:56:32.816212+00,e732ac05-3ccb-4c08-9b12-c7f015f3713f
63,Platinum,2155.0000,XPT,2026-03-08 19:59:37+00,a few seconds ago,2026-03-09 12:56:32.816212+00,e732ac05-3ccb-4c08-9b12-c7f015f3713f
64,Silver,77.6140,XAG,2026-02-06 21:30:37+00,a few seconds ago,2026-03-09 12:56:32.82013+00,2b78de2d-f73c-4f7c-9d87-9ff4f4912f6a
65,Gold,4955.1001,XAU,2026-02-06 21:30:38+00,a few seconds ago,2026-03-09 12:56:32.82013+00,2b78de2d-f73c-4f7c-9d87-9ff4f4912f6a
66,Bitcoin,70390.0781,BTC,2026-02-06 21:30:38+00,a few seconds ago,2026-03-09 12:56:32.82013+00,2b78de2d-f73c-4f7c-9d87-9ff4f4912f6a
67,Ethereum,2053.7100,ETH,2026-02-06 21:30:39+00,a few seconds ago,2026-03-09 12:56:32.82013+00,2b78de2d-f73c-4f7c-9d87-9ff4f4912f6a
68,Palladium,1718.0000,XPD,2026-02-06 21:30:40+00,a few seconds ago,2026-03-09 12:56:32.82013+00,2b78de2d-f73c-4f7c-9d87-9ff4f4912f6a
69,Copper,5.9276,HG,2026-02-06 21:30:40+00,a few seconds ago,2026-03-09 12:56:32.82013+00,2b78de2d-f73c-4f7c-9d87-9ff4f4912f6a
70,Platinum,2111.0000,XPT,2026-02-06 21:30:41+00,a few seconds ago,2026-03-09 12:56:32.82013+00,2b78de2d-f73c-4f7c-9d87-9ff4f4912f6a
71,Silver,83.6660,XAG,2026-03-03 10:37:44+00,a few seconds ago,2026-03-09 12:56:32.824305+00,09cac7c1-35c8-41e1-a7ad-0e362126b6aa
72,Gold,5268.7002,XAU,2026-03-03 10:37:44+00,a few seconds ago,2026-03-09 12:56:32.824305+00,09cac7c1-35c8-41e1-a7ad-0e362126b6aa
73,Bitcoin,66482.2266,BTC,2026-03-03 10:37:45+00,a few seconds ago,2026-03-09 12:56:32.824305+00,09cac7c1-35c8-41e1-a7ad-0e362126b6aa
74,Ethereum,1950.4900,ETH,2026-03-03 10:37:46+00,a few seconds ago,2026-03-09 12:56:32.824305+00,09cac7c1-35c8-41e1-a7ad-0e362126b6aa
75,Palladium,1720.0000,XPD,2026-03-03 10:37:46+00,a few seconds ago,2026-03-09 12:56:32.824305+00,09cac7c1-35c8-41e1-a7ad-0e362126b6aa
76,Copper,5.9079,HG,2026-03-03 10:37:47+00,a few seconds ago,2026-03-09 12:56:32.824305+00,09cac7c1-35c8-41e1-a7ad-0e362126b6aa
77,Platinum,2131.0000,XPT,2026-03-03 10:37:48+00,a few seconds ago,2026-03-09 12:56:32.824305+00,09cac7c1-35c8-41e1-a7ad-0e362126b6aa
78,Silver,81.5980,XAG,2026-02-09 23:27:40+00,a few seconds ago,2026-03-09 12:56:32.82804+00,3ded3454-2386-4903-a9e2-6036caf0d942
79,Gold,5013.7002,XAU,2026-02-09 23:27:41+00,a few seconds ago,2026-03-09 12:56:32.82804+00,3ded3454-2386-4903-a9e2-6036caf0d942
80,Bitcoin,70315.5078,BTC,2026-02-09 23:27:41+00,a few seconds ago,2026-03-09 12:56:32.82804+00,3ded3454-2386-4903-a9e2-6036caf0d942
81,Ethereum,2108.8101,ETH,2026-02-09 23:27:42+00,a few seconds ago,2026-03-09 12:56:32.82804+00,3ded3454-2386-4903-a9e2-6036caf0d942
82,Palladium,1735.0000,XPD,2026-02-09 23:27:43+00,a few seconds ago,2026-03-09 12:56:32.82804+00,3ded3454-2386-4903-a9e2-6036caf0d942
83,Copper,5.8598,HG,2026-02-09 23:27:43+00,a few seconds ago,2026-03-09 12:56:32.82804+00,3ded3454-2386-4903-a9e2-6036caf0d942
84,Platinum,2099.0000,XPT,2026-02-09 23:27:44+00,a few seconds ago,2026-03-09 12:56:32.82804+00,3ded3454-2386-4903-a9e2-6036caf0d942
85,Silver,87.4210,XAG,2026-02-26 10:40:23+00,a few seconds ago,2026-03-09 12:56:32.831763+00,27093616-8907-481e-bf6c-46b798b189aa
86,Gold,5176.1001,XAU,2026-02-26 10:40:23+00,a few seconds ago,2026-03-09 12:56:32.831763+00,27093616-8907-481e-bf6c-46b798b189aa
87,Bitcoin,68371.3203,BTC,2026-02-26 10:40:24+00,a few seconds ago,2026-03-09 12:56:32.831763+00,27093616-8907-481e-bf6c-46b798b189aa
88,Ethereum,2069.8799,ETH,2026-02-26 10:40:25+00,a few seconds ago,2026-03-09 12:56:32.831763+00,27093616-8907-481e-bf6c-46b798b189aa
89,Palladium,1772.0000,XPD,2026-02-26 10:40:25+00,a few seconds ago,2026-03-09 12:56:32.831763+00,27093616-8907-481e-bf6c-46b798b189aa
90,Copper,5.9607,HG,2026-02-26 10:40:26+00,a few seconds ago,2026-03-09 12:56:32.831763+00,27093616-8907-481e-bf6c-46b798b189aa
91,Platinum,2278.0000,XPT,2026-02-26 10:40:27+00,a few seconds ago,2026-03-09 12:56:32.831763+00,27093616-8907-481e-bf6c-46b798b189aa
92,Silver,78.0220,XAG,2026-02-06 21:48:37+00,a few seconds ago,2026-03-09 12:56:32.835679+00,33042a46-3c1b-48bc-9006-3c947e3de038
93,Gold,4962.0000,XAU,2026-02-06 21:48:38+00,a few seconds ago,2026-03-09 12:56:32.835679+00,33042a46-3c1b-48bc-9006-3c947e3de038
94,Bitcoin,70233.7813,BTC,2026-02-06 21:48:39+00,a few seconds ago,2026-03-09 12:56:32.835679+00,33042a46-3c1b-48bc-9006-3c947e3de038
95,Ethereum,2051.6699,ETH,2026-02-06 21:48:39+00,a few seconds ago,2026-03-09 12:56:32.835679+00,33042a46-3c1b-48bc-9006-3c947e3de038
96,Palladium,1725.0000,XPD,2026-02-06 21:48:40+00,a few seconds ago,2026-03-09 12:56:32.835679+00,33042a46-3c1b-48bc-9006-3c947e3de038
97,Copper,5.9276,HG,2026-02-06 21:48:41+00,a few seconds ago,2026-03-09 12:56:32.835679+00,33042a46-3c1b-48bc-9006-3c947e3de038
98,Platinum,2114.0000,XPT,2026-02-06 21:48:41+00,a few seconds ago,2026-03-09 12:56:32.835679+00,33042a46-3c1b-48bc-9006-3c947e3de038
99,Silver,84.1840,XAG,2026-03-09 12:39:33+00,a few seconds ago,2026-03-09 12:56:32.839199+00,e818e7e9-7479-477a-8c03-9b7a1d4a7d36
100,Gold,5110.2002,XAU,2026-03-09 12:39:34+00,a few seconds ago,2026-03-09 12:56:32.839199+00,e818e7e9-7479-477a-8c03-9b7a1d4a7d36
101,Bitcoin,67996.2813,BTC,2026-03-09 12:39:35+00,a few seconds ago,2026-03-09 12:56:32.839199+00,e818e7e9-7479-477a-8c03-9b7a1d4a7d36
102,Ethereum,2002.9700,ETH,2026-03-09 12:39:36+00,a few seconds ago,2026-03-09 12:56:32.839199+00,e818e7e9-7479-477a-8c03-9b7a1d4a7d36
103,Palladium,1659.0000,XPD,2026-03-09 12:39:36+00,a few seconds ago,2026-03-09 12:56:32.839199+00,e818e7e9-7479-477a-8c03-9b7a1d4a7d36
104,Copper,5.8101,HG,2026-03-09 12:39:37+00,a few seconds ago,2026-03-09 12:56:32.839199+00,e818e7e9-7479-477a-8c03-9b7a1d4a7d36
105,Platinum,2157.0000,XPT,2026-03-09 12:39:38+00,a few seconds ago,2026-03-09 12:56:32.839199+00,e818e7e9-7479-477a-8c03-9b7a1d4a7d36
106,Silver,84.5930,XAG,2026-03-07 12:59:32+00,a few seconds ago,2026-03-09 12:56:32.842719+00,7397dab7-2e0e-4312-8f86-5412539cb5cb
107,Gold,5174.0000,XAU,2026-03-07 12:59:32+00,a few seconds ago,2026-03-09 12:56:32.842719+00,7397dab7-2e0e-4312-8f86-5412539cb5cb
108,Bitcoin,68011.4219,BTC,2026-03-07 12:59:33+00,a few seconds ago,2026-03-09 12:56:32.842719+00,7397dab7-2e0e-4312-8f86-5412539cb5cb
109,Ethereum,1982.1000,ETH,2026-03-07 12:59:34+00,a few seconds ago,2026-03-09 12:56:32.842719+00,7397dab7-2e0e-4312-8f86-5412539cb5cb
110,Palladium,1651.0000,XPD,2026-03-07 12:59:34+00,a few seconds ago,2026-03-09 12:56:32.842719+00,7397dab7-2e0e-4312-8f86-5412539cb5cb
111,Copper,5.7961,HG,2026-03-07 12:59:35+00,a few seconds ago,2026-03-09 12:56:32.842719+00,7397dab7-2e0e-4312-8f86-5412539cb5cb
112,Platinum,2155.0000,XPT,2026-03-07 12:59:35+00,a few seconds ago,2026-03-09 12:56:32.842719+00,7397dab7-2e0e-4312-8f86-5412539cb5cb
113,Silver,84.5930,XAG,2026-03-07 17:14:32+00,a few seconds ago,2026-03-09 12:56:32.846994+00,1de62989-30b6-4f3d-9587-ac29436fa072
114,Gold,5174.0000,XAU,2026-03-07 17:14:32+00,a few seconds ago,2026-03-09 12:56:32.846994+00,1de62989-30b6-4f3d-9587-ac29436fa072
115,Bitcoin,67832.2891,BTC,2026-03-07 17:14:33+00,a few seconds ago,2026-03-09 12:56:32.846994+00,1de62989-30b6-4f3d-9587-ac29436fa072
116,Ethereum,1979.4700,ETH,2026-03-07 17:14:34+00,a few seconds ago,2026-03-09 12:56:32.846994+00,1de62989-30b6-4f3d-9587-ac29436fa072
117,Palladium,1651.0000,XPD,2026-03-07 17:14:34+00,a few seconds ago,2026-03-09 12:56:32.846994+00,1de62989-30b6-4f3d-9587-ac29436fa072
118,Copper,5.7961,HG,2026-03-07 17:14:35+00,a few seconds ago,2026-03-09 12:56:32.846994+00,1de62989-30b6-4f3d-9587-ac29436fa072
119,Platinum,2155.0000,XPT,2026-03-07 17:14:36+00,a few seconds ago,2026-03-09 12:56:32.846994+00,1de62989-30b6-4f3d-9587-ac29436fa072
120,Silver,84.5930,XAG,2026-03-08 14:59:33+00,a few seconds ago,2026-03-09 12:56:32.850513+00,b8b6dcdf-e175-43e7-8e6f-9866b3261fb8
121,Gold,5174.0000,XAU,2026-03-08 14:59:33+00,a few seconds ago,2026-03-09 12:56:32.850513+00,b8b6dcdf-e175-43e7-8e6f-9866b3261fb8
122,Bitcoin,67296.9531,BTC,2026-03-08 14:59:34+00,a few seconds ago,2026-03-09 12:56:32.850513+00,b8b6dcdf-e175-43e7-8e6f-9866b3261fb8
123,Ethereum,1944.7300,ETH,2026-03-08 14:59:35+00,a few seconds ago,2026-03-09 12:56:32.850513+00,b8b6dcdf-e175-43e7-8e6f-9866b3261fb8
124,Palladium,1651.0000,XPD,2026-03-08 14:59:35+00,a few seconds ago,2026-03-09 12:56:32.850513+00,b8b6dcdf-e175-43e7-8e6f-9866b3261fb8
125,Copper,5.7961,HG,2026-03-08 14:59:36+00,a few seconds ago,2026-03-09 12:56:32.850513+00,b8b6dcdf-e175-43e7-8e6f-9866b3261fb8
126,Platinum,2155.0000,XPT,2026-03-08 14:59:37+00,a few seconds ago,2026-03-09 12:56:32.850513+00,b8b6dcdf-e175-43e7-8e6f-9866b3261fb8
127,Silver,88.2710,XAG,2026-02-23 21:46:40+00,a few seconds ago,2026-03-09 12:56:32.854214+00,106f3f17-d047-442d-a244-8aed198964e2
128,Gold,5228.7998,XAU,2026-02-23 21:46:40+00,a few seconds ago,2026-03-09 12:56:32.854214+00,106f3f17-d047-442d-a244-8aed198964e2
129,Bitcoin,64657.6211,BTC,2026-02-23 21:46:41+00,a few seconds ago,2026-03-09 12:56:32.854214+00,106f3f17-d047-442d-a244-8aed198964e2
130,Ethereum,1865.4301,ETH,2026-02-23 21:46:42+00,a few seconds ago,2026-03-09 12:56:32.854214+00,106f3f17-d047-442d-a244-8aed198964e2
131,Palladium,1763.0000,XPD,2026-02-23 21:46:42+00,a few seconds ago,2026-03-09 12:56:32.854214+00,106f3f17-d047-442d-a244-8aed198964e2
132,Copper,5.7902,HG,2026-02-23 21:46:43+00,a few seconds ago,2026-03-09 12:56:32.854214+00,106f3f17-d047-442d-a244-8aed198964e2
133,Platinum,2161.0000,XPT,2026-02-23 21:46:44+00,a few seconds ago,2026-03-09 12:56:32.854214+00,106f3f17-d047-442d-a244-8aed198964e2
134,Silver,85.0730,XAG,2026-02-04 17:38:35+00,a few seconds ago,2026-03-09 12:56:32.859055+00,eea20d68-f2e2-4546-b35c-dcc4f7dc7722
135,Gold,4907.3999,XAU,2026-02-04 17:38:36+00,a few seconds ago,2026-03-09 12:56:32.859055+00,eea20d68-f2e2-4546-b35c-dcc4f7dc7722
136,Bitcoin,72378.0313,BTC,2026-02-04 17:38:37+00,a few seconds ago,2026-03-09 12:56:32.859055+00,eea20d68-f2e2-4546-b35c-dcc4f7dc7722
137,Ethereum,2116.0100,ETH,2026-02-04 17:38:37+00,a few seconds ago,2026-03-09 12:56:32.859055+00,eea20d68-f2e2-4546-b35c-dcc4f7dc7722
138,Palladium,1755.0000,XPD,2026-02-04 17:38:38+00,a few seconds ago,2026-03-09 12:56:32.859055+00,eea20d68-f2e2-4546-b35c-dcc4f7dc7722
139,Copper,5.9236,HG,2026-02-04 17:38:39+00,a few seconds ago,2026-03-09 12:56:32.859055+00,eea20d68-f2e2-4546-b35c-dcc4f7dc7722
140,Platinum,2200.0000,XPT,2026-02-04 17:38:40+00,a few seconds ago,2026-03-09 12:56:32.859055+00,eea20d68-f2e2-4546-b35c-dcc4f7dc7722
141,Silver,83.9440,XAG,2026-03-04 17:16:45+00,a few seconds ago,2026-03-09 12:56:32.862941+00,99a36d3e-e8e9-49bd-a4da-d6d72c2023bb
142,Gold,5149.7998,XAU,2026-03-04 17:16:46+00,a few seconds ago,2026-03-09 12:56:32.862941+00,99a36d3e-e8e9-49bd-a4da-d6d72c2023bb
143,Bitcoin,73528.9531,BTC,2026-03-04 17:15:46+00,a few seconds ago,2026-03-09 12:56:32.862941+00,99a36d3e-e8e9-49bd-a4da-d6d72c2023bb
144,Ethereum,2150.0901,ETH,2026-03-04 17:15:47+00,a few seconds ago,2026-03-09 12:56:32.862941+00,99a36d3e-e8e9-49bd-a4da-d6d72c2023bb
145,Palladium,1689.0000,XPD,2026-03-04 17:15:48+00,a few seconds ago,2026-03-09 12:56:32.862941+00,99a36d3e-e8e9-49bd-a4da-d6d72c2023bb
146,Copper,5.8775,HG,2026-03-04 17:15:48+00,a few seconds ago,2026-03-09 12:56:32.862941+00,99a36d3e-e8e9-49bd-a4da-d6d72c2023bb
147,Platinum,2163.0000,XPT,2026-03-04 17:15:49+00,a few seconds ago,2026-03-09 12:56:32.862941+00,99a36d3e-e8e9-49bd-a4da-d6d72c2023bb
148,Silver,89.2330,XAG,2026-03-02 19:08:43+00,a few seconds ago,2026-03-09 12:56:32.867634+00,d0c1ad5b-5d61-45b3-a1ce-b3108b03f4ca
149,Gold,5326.2002,XAU,2026-03-02 19:08:44+00,a few seconds ago,2026-03-09 12:56:32.867634+00,d0c1ad5b-5d61-45b3-a1ce-b3108b03f4ca
150,Bitcoin,68870.2734,BTC,2026-03-02 19:08:44+00,a few seconds ago,2026-03-09 12:56:32.867634+00,d0c1ad5b-5d61-45b3-a1ce-b3108b03f4ca
151,Ethereum,2032.2500,ETH,2026-03-02 19:08:45+00,a few seconds ago,2026-03-09 12:56:32.867634+00,d0c1ad5b-5d61-45b3-a1ce-b3108b03f4ca
152,Palladium,1797.0000,XPD,2026-03-02 19:08:46+00,a few seconds ago,2026-03-09 12:56:32.867634+00,d0c1ad5b-5d61-45b3-a1ce-b3108b03f4ca
153,Copper,6.0069,HG,2026-03-02 19:08:46+00,a few seconds ago,2026-03-09 12:56:32.867634+00,d0c1ad5b-5d61-45b3-a1ce-b3108b03f4ca
154,Platinum,2316.0000,XPT,2026-03-02 19:08:47+00,a few seconds ago,2026-03-09 12:56:32.867634+00,d0c1ad5b-5d61-45b3-a1ce-b3108b03f4ca
155,Silver,82.3120,XAG,2026-03-06 13:23:32+00,a few seconds ago,2026-03-09 12:56:32.872584+00,23690e96-971d-427c-bfe0-aaf504aa2efd
156,Gold,5083.0000,XAU,2026-03-06 13:23:32+00,a few seconds ago,2026-03-09 12:56:32.872584+00,23690e96-971d-427c-bfe0-aaf504aa2efd
157,Bitcoin,70028.3984,BTC,2026-03-06 13:23:33+00,a few seconds ago,2026-03-09 12:56:32.872584+00,23690e96-971d-427c-bfe0-aaf504aa2efd
158,Ethereum,2049.7400,ETH,2026-03-06 13:23:34+00,a few seconds ago,2026-03-09 12:56:32.872584+00,23690e96-971d-427c-bfe0-aaf504aa2efd
159,Palladium,1661.0000,XPD,2026-03-06 13:23:34+00,a few seconds ago,2026-03-09 12:56:32.872584+00,23690e96-971d-427c-bfe0-aaf504aa2efd
160,Copper,5.7971,HG,2026-03-06 13:23:35+00,a few seconds ago,2026-03-09 12:56:32.872584+00,23690e96-971d-427c-bfe0-aaf504aa2efd
161,Platinum,2128.0000,XPT,2026-03-06 13:23:36+00,a few seconds ago,2026-03-09 12:56:32.872584+00,23690e96-971d-427c-bfe0-aaf504aa2efd
162,Silver,77.9440,XAG,2026-02-06 23:15:37+00,a few seconds ago,2026-03-09 12:56:32.876277+00,131bb1e1-2edc-4042-96fe-386df11c31e8
163,Gold,4968.0000,XAU,2026-02-06 23:15:38+00,a few seconds ago,2026-03-09 12:56:32.876277+00,131bb1e1-2edc-4042-96fe-386df11c31e8
164,Bitcoin,71187.3828,BTC,2026-02-06 23:15:39+00,a few seconds ago,2026-03-09 12:56:32.876277+00,131bb1e1-2edc-4042-96fe-386df11c31e8
165,Ethereum,2070.2600,ETH,2026-02-06 23:15:39+00,a few seconds ago,2026-03-09 12:56:32.876277+00,131bb1e1-2edc-4042-96fe-386df11c31e8
